Duration,segmentation,association,deviation,average,segmentationMap,associationMap,deviationMap
1568115354.707570217,,1.55823,,,,,
1568115354.707570217,,,0.00010824,,,,
1568115354.707570217,,,,1.3181e-05,,,
1568115355.533571526,3.02277,,,,,,
1568115356.106685828,,2.1347,,,,,
1568115356.106685828,,,6.9036e-05,,,,
1568115356.106685828,,,,1.2865e-05,,,
1568115356.640161088,1.80505,,,,,,
1568115357.079815621,,1.61481,,,,,
1568115357.079815621,,,0.000107671,,,,
1568115357.079815621,,,,1.954e-05,,,
1568115357.563502883,1.78084,,,,,,
1568115357.923695081,,1.39045,,,,,
1568115357.923695081,,,4.6367e-05,,,,
1568115357.923695081,,,,1.0654e-05,,,
1568115358.421524363,1.76432,,,,,,
1568115358.717989587,,1.10178,,,,,
1568115358.717989587,,,0.000108937,,,,
1568115358.717989587,,,,1.5743e-05,,,
1568115359.178403607,1.75655,,,,,,
1568115359.515598294,,1.34341,,,,,
1568115359.515598294,,,4.6411e-05,,,,
1568115359.515598294,,,,1.0581e-05,,,
1568115360.028658462,1.87541,,,,,,
1568115360.398191284,,1.37111,,,,,
1568115360.398191284,,,0.000180767,,,,
1568115360.398191284,,,,2.5693e-05,,,
1568115360.800433214,1.53536,,,,,,
1568115361.364088006,,2.15112,,,,,
1568115361.364088006,,,9.5433e-05,,,,
1568115361.364088006,,,,2.2138e-05,,,
1568115362.372252409,3.57599,,,,,,
1568115363.265811325,,3.4021,,,,,
1568115363.265811325,,,0.000108766,,,,
1568115363.265811325,,,,2.6125e-05,,,
1568115364.462797990,4.41019,,,,,,
1568115365.057431389,,2.30303,,,,,
1568115365.060454245,,,0.000261867,,,,
1568115365.060454245,,,,2.7994e-05,,,
1568115365.873585951,2.97261,,,,,,
1568115366.296076611,,1.62485,,,,,
1568115366.296076611,,,6.5709e-05,,,,
1568115366.296076611,,,,1.4684e-05,,,
1568115367.018898243,2.57174,,,,,,
1568115367.367147490,,1.40322,,,,,
1568115367.367147490,,,4.9883e-05,,,,
1568115367.367147490,,,,1.0235e-05,,,
1568115367.859586254,1.82801,,,,,,
1568115368.218885925,,1.34348,,,,,
1568115368.218885925,,,8.237e-05,,,,
1568115368.218885925,,,,2.4229e-05,,,
1568115368.859689506,2.4474,,,,,,
1568115369.308339086,,1.81964,,,,,
1568115369.308339086,,,0.000181914,,,,
1568115369.308339086,,,,3.5407e-05,,,
1568115370.295831472,3.37272,,,,,,
1568115370.898681309,,2.32282,,,,,
1568115370.898681309,,,0.000100709,,,,
1568115370.898681309,,,,2.4296e-05,,,
1568115371.460020978,2.19429,,,,,,
1568115371.922961411,,1.68746,,,,,
1568115371.922961411,,,0.000194331,,,,
1568115371.922961411,,,,2.0103e-05,,,
1568115372.430719044,1.82879,,,,,,
1568115372.863988667,,1.70538,,,,,
1568115372.863988667,,,0.0001143,,,,
1568115372.863988667,,,,2.463e-05,,,
1568115373.511661121,2.3428,,,,,,
1568115374.048873180,,2.00395,,,,,
1568115374.048873180,,,8.7299e-05,,,,
1568115374.048873180,,,,1.9357e-05,,,
1568115374.455844019,1.5061,,,,,,
1568115374.885450221,,1.72227,,,,,
1568115374.885450221,,,8.1969e-05,,,,
1568115374.885450221,,,,1.6548e-05,,,
1568115375.313371388,1.47076,,,,,,
1568115375.701691934,,1.55622,,,,,
1568115375.701691934,,,6.5999e-05,,,,
1568115375.701691934,,,,1.0815e-05,,,
1568115376.133917187,1.70391,,,,,,
1568115376.521166522,,1.48543,,,,,
1568115376.521166522,,,0.000417265,,,,
1568115376.521166522,,,,4.714e-05,,,
1568115376.855418739,1.12904,,,,,,
1568115377.188416701,,1.31945,,,,,
1568115377.188416701,,,8.5072e-05,,,,
1568115377.188416701,,,,1.3915e-05,,,
1568115377.485989223,1.02818,,,,,,
1568115377.872681610,,1.53098,,,,,
1568115377.872681610,,,6.8813e-05,,,,
1568115377.872681610,,,,1.0993e-05,,,
1568115378.151219028,1.08576,,,,,,
1568115378.543571988,,1.5684,,,,,
1568115378.543571988,,,7.0258e-05,,,,
1568115378.543571988,,,,1.2167e-05,,,
1568115378.881797108,1.17549,,,,,,
1568115379.211195019,,1.30848,,,,,
1568115379.211195019,,,0.000187272,,,,
1568115379.211195019,,,,2.0827e-05,,,
1568115379.580315983,1.4,,,,,,
1568115379.938971983,,1.42191,,,,,
1568115379.938971983,,,7.8448e-05,,,,
1568115379.938971983,,,,1.4831e-05,,,
1568115380.349289380,1.55635,,,,,,
1568115380.746246423,,1.6193,,,,,
1568115380.746246423,,,6.4989e-05,,,,
1568115380.746246423,,,,1.4069e-05,,,
1568115381.197528833,1.67108,,,,,,
1568115381.554360112,,1.31539,,,,,
1568115381.554360112,,,0.000117956,,,,
1568115381.554360112,,,,2.1478e-05,,,
1568115381.902517695,1.42045,,,,,,
1568115382.231872797,,1.25873,,,,,
1568115382.231872797,,,0.00338622,,,,
1568115382.231872797,,,,3.3115e-05,,,
1568115382.637977576,1.35936,,,,,,
1568115383.052876116,,1.6734,,,,,
1568115383.052876116,,,6.9269e-05,,,,
1568115383.052876116,,,,1.225e-05,,,
1568115383.465734946,1.56805,,,,,,
1568115384.009985643,,2.12273,,,,,
1568115384.009985643,,,0.0002026,,,,
1568115384.009985643,,,,3.1567e-05,,,
1568115384.577821979,1.9632,,,,,,
1568115385.113773651,,2.12727,,,,,
1568115385.113773651,,,7.7304e-05,,,,
1568115385.113773651,,,,1.7618e-05,,,
1568115385.574686114,1.862,,,,,,
1568115386.034594730,,1.72082,,,,,
1568115386.037709971,,,0.000245079,,,,
1568115386.037709971,,,,2.3677e-05,,,
1568115386.676028958,2.12263,,,,,,
1568115387.310099975,,2.48138,,,,,
1568115387.310099975,,,7.4248e-05,,,,
1568115387.310099975,,,,1.187e-05,,,
1568115387.706171440,1.44086,,,,,,
1568115388.161029540,,1.7073,,,,,
1568115388.164048803,,,0.000129809,,,,
1568115388.164048803,,,,2.062e-05,,,
1568115388.615056972,1.65855,,,,,,
1568115389.011241190,,1.58826,,,,,
1568115389.011241190,,,0.000154753,,,,
1568115389.011241190,,,,2.019e-05,,,
1568115389.462070806,1.65863,,,,,,
1568115389.884964020,,1.56229,,,,,
1568115389.884964020,,,0.00014101,,,,
1568115389.884964020,,,,1.865e-05,,,
1568115390.301316383,1.7032,,,,,,
1568115390.763519976,,1.86474,,,,,
1568115390.763519976,,,8.3239e-05,,,,
1568115390.763519976,,,,1.8497e-05,,,
1568115391.134135701,1.27816,,,,,,
1568115391.528066412,,1.60531,,,,,
1568115391.528066412,,,6.7667e-05,,,,
1568115391.528066412,,,,1.4426e-05,,,
1568115391.822856916,1.1307,,,,,,
1568115392.192501035,,1.53032,,,,,
1568115392.192501035,,,0.000232225,,,,
1568115392.192501035,,,,2.9275e-05,,,
1568115392.481901528,1.00149,,,,,,
1568115392.578689081,,1.36275,,,,,
1568115392.578689081,,,6.2906e-05,,,,
1568115392.578689081,,,,1.035e-05,,,
1568115392.578689081,0.839393,,,,,,
1568115392.578689081,,0.938775,,,,,
1568115392.578689081,,,0.000130407,,,,
1568115392.578689081,,,,2.2067e-05,,,
