Duration,segmentation,association,deviation,average,segmentationMap,associationMap,deviationMap
1568115209.928570902,,0.970591,,,,,
1568115209.928570902,,,0.00022059,,,,
1568115209.928570902,,,,3.3301e-05,,,
1568115210.337222097,1.40211,,,,,,
1568115210.597334323,,0.891464,,,,,
1568115210.597334323,,,3.6682e-05,,,,
1568115210.597334323,,,,1.0565e-05,,,
1568115211.014336959,1.40182,,,,,,
1568115211.343120414,,1.13743,,,,,
1568115211.343120414,,,5.2249e-05,,,,
1568115211.343120414,,,,1.0664e-05,,,
1568115211.719451162,1.29276,,,,,,
1568115212.018858438,,1.02685,,,,,
1568115212.018858438,,,8.7666e-05,,,,
1568115212.018858438,,,,1.9493e-05,,,
1568115212.392076532,1.25377,,,,,,
1568115212.647968065,,0.88833,,,,,
1568115212.647968065,,,3.4505e-05,,,,
1568115212.647968065,,,,8.365e-06,,,
1568115212.984654859,1.14449,,,,,,
1568115213.227294981,,0.823016,,,,,
1568115213.227294981,,,6.2071e-05,,,,
1568115213.227294981,,,,1.0284e-05,,,
1568115213.535987403,1.03709,,,,,,
1568115213.762466177,,0.774952,,,,,
1568115213.762466177,,,4.3133e-05,,,,
1568115213.762466177,,,,8.671e-06,,,
1568115214.022699747,0.87366,,,,,,
1568115214.237297733,,0.734744,,,,,
1568115214.237297733,,,6.3413e-05,,,,
1568115214.237297733,,,,1.1111e-05,,,
1568115214.570332275,1.14213,,,,,,
1568115214.832608305,,0.896202,,,,,
1568115214.832608305,,,0.0001918,,,,
1568115214.832608305,,,,2.602e-05,,,
1568115215.135908393,1.0305,,,,,,
1568115215.402428778,,0.914389,,,,,
1568115215.402428778,,,4.3216e-05,,,,
1568115215.402428778,,,,1.0103e-05,,,
1568115215.892640209,1.67715,,,,,,
1568115216.296192597,,1.38893,,,,,
1568115216.296192597,,,0.000184287,,,,
1568115216.296192597,,,,1.9725e-05,,,
1568115216.781120622,1.65673,,,,,,
1568115217.095639239,,1.10057,,,,,
1568115217.095639239,,,5.4099e-05,,,,
1568115217.095639239,,,,1.268e-05,,,
1568115217.556981241,1.55805,,,,,,
1568115217.892464845,,1.15531,,,,,
1568115217.892464845,,,0.000162831,,,,
1568115217.892464845,,,,1.5332e-05,,,
1568115218.365306620,1.62746,,,,,,
1568115218.629298742,,0.90227,,,,,
1568115218.629298742,,,5.5077e-05,,,,
1568115218.629298742,,,,1.3312e-05,,,
1568115219.001546348,1.26278,,,,,,
1568115219.231624085,,0.785749,,,,,
1568115219.231624085,,,4.8415e-05,,,,
1568115219.231624085,,,,9.101e-06,,,
1568115219.577542912,1.18712,,,,,,
1568115219.782926492,,0.708711,,,,,
1568115219.782926492,,,4.6597e-05,,,,
1568115219.782926492,,,,8.653e-06,,,
1568115220.073139780,0.98745,,,,,,
1568115220.329821047,,0.872451,,,,,
1568115220.329821047,,,4.6706e-05,,,,
1568115220.329821047,,,,1.134e-05,,,
1568115220.668067589,1.15786,,,,,,
1568115220.949535056,,0.97135,,,,,
1568115220.949535056,,,3.6123e-05,,,,
1568115220.949535056,,,,8.819e-06,,,
1568115221.292526163,1.16505,,,,,,
1568115221.546182788,,0.873333,,,,,
1568115221.546182788,,,3.2071e-05,,,,
1568115221.546182788,,,,8.469e-06,,,
1568115221.803915378,0.871284,,,,,,
1568115222.056018654,,0.861152,,,,,
1568115222.056018654,,,4.5466e-05,,,,
1568115222.056018654,,,,1.1048e-05,,,
1568115222.310435329,0.863165,,,,,,
1568115222.558243774,,0.850225,,,,,
1568115222.558243774,,,5.1836e-05,,,,
1568115222.558243774,,,,1.2482e-05,,,
1568115222.857722721,1.02267,,,,,,
1568115223.066138078,,0.710385,,,,,
1568115223.066138078,,,4.6649e-05,,,,
1568115223.066138078,,,,1.0323e-05,,,
1568115223.289578332,0.764011,,,,,,
1568115223.505113860,,0.734522,,,,,
1568115223.505113860,,,3.1925e-05,,,,
1568115223.505113860,,,,8.81e-06,,,
1568115223.743705342,0.795666,,,,,,
1568115223.976369958,,0.798724,,,,,
1568115223.976369958,,,0.000102473,,,,
1568115223.976369958,,,,1.6327e-05,,,
1568115224.237565676,0.897084,,,,,,
1568115224.492314636,,0.881216,,,,,
1568115224.492314636,,,4.5846e-05,,,,
1568115224.492314636,,,,8.65e-06,,,
1568115224.761974133,0.908558,,,,,,
1568115225.027735270,,0.915279,,,,,
1568115225.027735270,,,0.000161091,,,,
1568115225.027735270,,,,2.8051e-05,,,
1568115225.396293704,1.26965,,,,,,
1568115225.754129662,,1.23703,,,,,
1568115225.754129662,,,5.1264e-05,,,,
1568115225.754129662,,,,1.1971e-05,,,
1568115226.174671300,1.42783,,,,,,
1568115226.490841481,,1.09018,,,,,
1568115226.490841481,,,3.656e-05,,,,
1568115226.490841481,,,,8.38e-06,,,
1568115226.863551964,1.27245,,,,,,
1568115227.145408395,,0.979842,,,,,
1568115227.145408395,,,4.1246e-05,,,,
1568115227.145408395,,,,9.808e-06,,,
1568115227.508519407,1.22658,,,,,,
1568115227.731960759,,0.771236,,,,,
1568115227.731960759,,,3.8709e-05,,,,
1568115227.731960759,,,,7.927e-06,,,
1568115228.062317188,1.11504,,,,,,
1568115228.314164220,,0.880372,,,,,
1568115228.314164220,,,3.4133e-05,,,,
1568115228.314164220,,,,8.54e-06,,,
1568115228.613608995,1.0018,,,,,,
1568115228.822487756,,0.718561,,,,,
1568115228.822487756,,,0.000177408,,,,
1568115228.822487756,,,,2.0513e-05,,,
1568115229.101418798,0.96623,,,,,,
1568115229.302444785,,0.694476,,,,,
1568115229.302444785,,,5.8169e-05,,,,
1568115229.302444785,,,,1.1001e-05,,,
1568115229.583190608,0.93496,,,,,,
1568115229.823233759,,0.819044,,,,,
1568115229.823233759,,,3.2485e-05,,,,
1568115229.823233759,,,,9.339e-06,,,
1568115230.144149808,1.11224,,,,,,
1568115230.374736066,,0.785766,,,,,
1568115230.374736066,,,4.9561e-05,,,,
1568115230.374736066,,,,8.54e-06,,,
1568115230.698059633,1.09206,,,,,,
1568115230.962275714,,0.911045,,,,,
1568115230.962275714,,,2.7778e-05,,,,
1568115230.962275714,,,,8.086e-06,,,
1568115231.353816508,1.35167,,,,,,
1568115231.750697323,,1.37044,,,,,
1568115231.750697323,,,3.7692e-05,,,,
1568115231.750697323,,,,1.0067e-05,,,
1568115232.208018329,1.55551,,,,,,
1568115232.519830928,,1.0831,,,,,
1568115232.519830928,,,4.0553e-05,,,,
1568115232.519830928,,,,8.966e-06,,,
1568115232.850477931,1.12478,,,,,,
1568115233.177779732,,1.13488,,,,,
1568115233.177779732,,,3.5955e-05,,,,
1568115233.177779732,,,,9.219e-06,,,
1568115233.514563745,1.14302,,,,,,
1568115233.780767967,,0.912325,,,,,
1568115233.780767967,,,3.9448e-05,,,,
1568115233.780767967,,,,8.174e-06,,,
1568115234.047490198,0.918146,,,,,,
1568115234.313847257,,0.91863,,,,,
1568115234.313847257,,,3.5725e-05,,,,
1568115234.313847257,,,,7.628e-06,,,
1568115234.592574305,0.94239,,,,,,
1568115234.825557574,,0.797199,,,,,
1568115234.825557574,,,5.5166e-05,,,,
1568115234.825557574,,,,9.952e-06,,,
1568115235.094420103,0.921775,,,,,,
1568115235.315317468,,0.755187,,,,,
1568115235.315317468,,,3.4129e-05,,,,
1568115235.315317468,,,,7.219e-06,,,
1568115235.569263092,0.856025,,,,,,
1568115235.799157796,,0.78577,,,,,
1568115235.799157796,,,0.000102778,,,,
1568115235.799157796,,,,1.2334e-05,,,
1568115236.068526529,0.912559,,,,,,
1568115236.341148038,,0.950575,,,,,
1568115236.341148038,,,9.3779e-05,,,,
1568115236.341148038,,,,1.0948e-05,,,
1568115236.658999955,1.05665,,,,,,
1568115236.897774772,,0.837978,,,,,
1568115236.897774772,,,4.6899e-05,,,,
1568115236.897774772,,,,1.0963e-05,,,
1568115237.192727832,1.00312,,,,,,
1568115237.531903543,,1.18004,,,,,
1568115237.531903543,,,5.7999e-05,,,,
1568115237.531903543,,,,1.4242e-05,,,
1568115237.992812636,1.574,,,,,,
1568115238.308218710,,1.08546,,,,,
1568115238.308218710,,,5.311e-05,,,,
1568115238.308218710,,,,1.3354e-05,,,
1568115238.640819534,1.15581,,,,,,
1568115238.913763789,,0.950082,,,,,
1568115238.913763789,,,5.5267e-05,,,,
1568115238.913763789,,,,1.0511e-05,,,
1568115239.213605451,1.00758,,,,,,
1568115239.495112116,,0.968956,,,,,
1568115239.495112116,,,0.000238548,,,,
1568115239.495112116,,,,1.8139e-05,,,
1568115239.785761209,1.01081,,,,,,
1568115240.016022457,,0.78937,,,,,
1568115240.016022457,,,4.6492e-05,,,,
1568115240.016022457,,,,1.2146e-05,,,
1568115240.310301268,0.993159,,,,,,
1568115240.539765575,,0.787136,,,,,
1568115240.539765575,,,5.3925e-05,,,,
1568115240.539765575,,,,9.863e-06,,,
1568115240.752268774,0.737901,,,,,,
1568115240.960611435,,0.707224,,,,,
1568115240.960611435,,,6.3505e-05,,,,
1568115240.960611435,,,,1.1712e-05,,,
1568115241.178392380,0.737356,,,,,,
1568115241.384718389,,0.705802,,,,,
1568115241.384718389,,,4.32e-05,,,,
1568115241.384718389,,,,9.047e-06,,,
1568115241.638730714,0.859877,,,,,,
1568115241.834997928,,0.682119,,,,,
1568115241.834997928,,,8.6329e-05,,,,
1568115241.834997928,,,,1.2113e-05,,,
1568115242.119704198,0.948434,,,,,,
1568115242.369018716,,0.877679,,,,,
1568115242.369018716,,,3.7108e-05,,,,
1568115242.369018716,,,,7.846e-06,,,
1568115242.628977707,0.892486,,,,,,
1568115242.886232759,,0.883512,,,,,
1568115242.886232759,,,4.7733e-05,,,,
1568115242.886232759,,,,1.0028e-05,,,
1568115243.134175932,0.841501,,,,,,
1568115243.342551312,,0.723027,,,,,
1568115243.342551312,,,3.3115e-05,,,,
1568115243.342551312,,,,8.403e-06,,,
1568115243.536210037,0.667083,,,,,,
1568115243.747682365,,0.730572,,,,,
1568115243.747682365,,,0.000121205,,,,
1568115243.747682365,,,,1.5965e-05,,,
1568115243.948522723,0.663142,,,,,,
1568115244.153887900,,0.710717,,,,,
1568115244.153887900,,,4.6244e-05,,,,
1568115244.153887900,,,,9.966e-06,,,
1568115244.365454750,0.725245,,,,,,
1568115244.587652225,,0.764568,,,,,
1568115244.587652225,,,3.4219e-05,,,,
1568115244.587652225,,,,9.993e-06,,,
1568115244.826673229,0.805609,,,,,,
1568115245.062742240,,0.813862,,,,,
1568115245.062742240,,,4.8591e-05,,,,
1568115245.062742240,,,,1.3433e-05,,,
1568115245.319442914,0.898368,,,,,,
1568115245.588298683,,0.930086,,,,,
1568115245.588298683,,,5.7219e-05,,,,
1568115245.588298683,,,,1.5525e-05,,,
1568115245.963016200,1.27419,,,,,,
1568115246.325956659,,1.23893,,,,,
1568115246.325956659,,,4.6552e-05,,,,
1568115246.325956659,,,,1.2778e-05,,,
1568115246.676834361,1.23187,,,,,,
1568115246.953070435,,0.966024,,,,,
1568115246.953070435,,,5.2004e-05,,,,
1568115246.953070435,,,,1.05e-05,,,
1568115247.237559548,0.948631,,,,,,
1568115247.513148431,,0.950062,,,,,
1568115247.513148431,,,6.7271e-05,,,,
1568115247.513148431,,,,1.6036e-05,,,
1568115247.855079826,1.1911,,,,,,
1568115248.094258173,,0.835776,,,,,
1568115248.094258173,,,7.3082e-05,,,,
1568115248.094258173,,,,1.4345e-05,,,
1568115248.361252099,0.911221,,,,,,
1568115248.594193094,,0.800123,,,,,
1568115248.594193094,,,4.5463e-05,,,,
1568115248.594193094,,,,1.3873e-05,,,
1568115248.875403368,0.948172,,,,,,
1568115249.114426039,,0.825408,,,,,
1568115249.114426039,,,6.8189e-05,,,,
1568115249.114426039,,,,1.5314e-05,,,
1568115249.426020594,1.09952,,,,,,
1568115249.707624170,,0.976987,,,,,
1568115249.707624170,,,5.8371e-05,,,,
1568115249.707624170,,,,1.2287e-05,,,
1568115250.023787486,1.07381,,,,,,
1568115250.303489621,,0.973103,,,,,
1568115250.303489621,,,0.00013842,,,,
1568115250.303489621,,,,2.053e-05,,,
1568115250.572515398,0.923537,,,,,,
1568115250.805677099,,0.802951,,,,,
1568115250.805677099,,,0.000208097,,,,
1568115250.805677099,,,,2.985e-05,,,
1568115251.098567720,0.996441,,,,,,
1568115251.325053457,,0.781111,,,,,
1568115251.325053457,,,0.000169183,,,,
1568115251.325053457,,,,1.5683e-05,,,
1568115251.591655037,0.910028,,,,,,
1568115251.787939108,,0.687355,,,,,
1568115251.787939108,,,6.6939e-05,,,,
1568115251.787939108,,,,1.423e-05,,,
1568115252.009161576,0.736777,,,,,,
1568115252.215174884,,0.708222,,,,,
1568115252.215174884,,,0.000154322,,,,
1568115252.215174884,,,,2.005e-05,,,
1568115252.417784773,0.700077,,,,,,
1568115252.620837190,,0.705612,,,,,
1568115252.620837190,,,4.9865e-05,,,,
1568115252.620837190,,,,1.0774e-05,,,
1568115252.829579061,0.701126,,,,,,
1568115253.062447591,,0.806824,,,,,
1568115253.062447591,,,6.4825e-05,,,,
1568115253.062447591,,,,1.4502e-05,,,
1568115253.273796562,0.726425,,,,,,
1568115253.499060213,,0.780871,,,,,
1568115253.499060213,,,0.0001862,,,,
1568115253.499060213,,,,3.0927e-05,,,
1568115253.742559459,0.83517,,,,,,
1568115253.988755840,,0.855244,,,,,
1568115253.988755840,,,7.4493e-05,,,,
1568115253.988755840,,,,1.8793e-05,,,
1568115254.345566698,1.23201,,,,,,
1568115254.651015325,,1.08048,,,,,
1568115254.651015325,,,5.3802e-05,,,,
1568115254.651015325,,,,1.233e-05,,,
1568115255.061172599,1.40652,,,,,,
1568115255.312391770,,0.875804,,,,,
1568115255.312391770,,,6.1125e-05,,,,
1568115255.312391770,,,,1.4606e-05,,,
1568115255.615545164,1.0766,,,,,,
1568115255.854667209,,0.834897,,,,,
1568115255.854667209,,,4.2538e-05,,,,
1568115255.854667209,,,,1.0675e-05,,,
1568115256.217938393,1.2376,,,,,,
1568115256.426393422,,0.729154,,,,,
1568115256.426393422,,,4.1026e-05,,,,
1568115256.426393422,,,,9.752e-06,,,
1568115256.732399842,1.04898,,,,,,
1568115256.917666116,,0.651006,,,,,
1568115256.917666116,,,0.000132922,,,,
1568115256.917666116,,,,1.8182e-05,,,
1568115257.157111174,0.830722,,,,,,
1568115257.342350375,,0.623471,,,,,
1568115257.342350375,,,3.7021e-05,,,,
1568115257.342350375,,,,9.826e-06,,,
1568115257.615011377,0.899445,,,,,,
1568115257.769803265,,0.54146,,,,,
1568115257.769803265,,,3.7179e-05,,,,
1568115257.769803265,,,,8.518e-06,,,
1568115257.969139104,0.675539,,,,,,
1568115258.120814387,,0.508885,,,,,
1568115258.120814387,,,5.653e-05,,,,
1568115258.120814387,,,,1.3824e-05,,,
1568115258.336357061,0.766282,,,,,,
1568115258.484342737,,0.500048,,,,,
1568115258.484342737,,,0.000120167,,,,
1568115258.484342737,,,,1.608e-05,,,
1568115258.687319751,0.669722,,,,,,
1568115258.863110683,,0.611689,,,,,
1568115258.863110683,,,3.4123e-05,,,,
1568115258.863110683,,,,1.007e-05,,,
1568115259.078828865,0.750975,,,,,,
1568115259.251077524,,0.611455,,,,,
1568115259.251077524,,,5.0836e-05,,,,
1568115259.251077524,,,,1.4637e-05,,,
1568115259.472287688,0.736239,,,,,,
1568115259.672043057,,0.701641,,,,,
1568115259.672043057,,,9.1846e-05,,,,
1568115259.672043057,,,,1.7029e-05,,,
1568115259.925026745,0.869649,,,,,,
1568115260.173013197,,0.865381,,,,,
1568115260.173013197,,,0.000149885,,,,
1568115260.173013197,,,,2.5699e-05,,,
1568115260.463001128,0.985292,,,,,,
1568115260.712051166,,0.878105,,,,,
1568115260.712051166,,,0.00012514,,,,
1568115260.712051166,,,,2.5214e-05,,,
1568115261.060929992,1.19013,,,,,,
1568115261.278459071,,0.764343,,,,,
1568115261.278459071,,,3.4011e-05,,,,
1568115261.278459071,,,,1.1707e-05,,,
1568115261.618085542,1.19392,,,,,,
1568115261.820477277,,0.715304,,,,,
1568115261.820477277,,,3.2754e-05,,,,
1568115261.820477277,,,,1.0623e-05,,,
1568115262.137700485,1.06312,,,,,,
1568115262.352266575,,0.756083,,,,,
1568115262.352266575,,,4.6036e-05,,,,
1568115262.352266575,,,,1.1218e-05,,,
1568115262.600322793,0.886799,,,,,,
1568115262.801626805,,0.706198,,,,,
1568115262.801626805,,,0.000123714,,,,
1568115262.801626805,,,,2.7298e-05,,,
1568115263.055304239,0.85266,,,,,,
1568115263.257622471,,0.713779,,,,,
1568115263.257622471,,,3.3072e-05,,,,
1568115263.257622471,,,,1.0072e-05,,,
1568115263.505232248,0.852018,,,,,,
1568115263.749868362,,0.854787,,,,,
1568115263.749868362,,,5.748e-05,,,,
1568115263.749868362,,,,1.3159e-05,,,
1568115264.107382742,1.22132,,,,,,
1568115264.352070646,,0.849835,,,,,
1568115264.352070646,,,0.00016467,,,,
1568115264.352070646,,,,2.5202e-05,,,
1568115264.631045235,0.95696,,,,,,
1568115264.852822657,,0.773833,,,,,
1568115264.852822657,,,5.0081e-05,,,,
1568115264.852822657,,,,1.3251e-05,,,
1568115265.097439490,0.814823,,,,,,
1568115265.309680199,,0.742605,,,,,
1568115265.309680199,,,5.491e-05,,,,
1568115265.309680199,,,,1.4658e-05,,,
1568115265.543509913,0.80247,,,,,,
1568115265.762451311,,0.78187,,,,,
1568115265.762451311,,,6.8351e-05,,,,
1568115265.762451311,,,,1.6473e-05,,,
1568115266.010145646,0.822742,,,,,,
1568115266.274865862,,0.928841,,,,,
1568115266.274865862,,,4.3936e-05,,,,
1568115266.274865862,,,,1.3789e-05,,,
1568115266.534656628,0.863175,,,,,,
1568115266.794869143,,0.917201,,,,,
1568115266.794869143,,,0.000207542,,,,
1568115266.794869143,,,,3.065e-05,,,
1568115267.037414264,0.85776,,,,,,
1568115267.274517381,,0.827022,,,,,
1568115267.274517381,,,4.7487e-05,,,,
1568115267.274517381,,,,1.4111e-05,,,
1568115267.479865908,0.69084,,,,,,
1568115267.712797149,,0.804052,,,,,
1568115267.712797149,,,0.00013191,,,,
1568115267.712797149,,,,2.2367e-05,,,
1568115267.988032416,0.978291,,,,,,
1568115268.203868433,,0.758385,,,,,
1568115268.203868433,,,4.8087e-05,,,,
1568115268.203868433,,,,1.2765e-05,,,
1568115268.467262078,0.879929,,,,,,
1568115268.658628001,,0.663837,,,,,
1568115268.658628001,,,0.000109237,,,,
1568115268.658628001,,,,2.4047e-05,,,
1568115268.940682580,0.977604,,,,,,
1568115269.128678570,,0.654005,,,,,
1568115269.128678570,,,0.000138347,,,,
1568115269.128678570,,,,2.779e-05,,,
1568115269.379456859,0.854532,,,,,,
1568115269.565257986,,0.646693,,,,,
1568115269.565257986,,,7.3304e-05,,,,
1568115269.565257986,,,,1.4821e-05,,,
1568115269.809834126,0.817608,,,,,,
1568115270.018766091,,0.735609,,,,,
1568115270.021783778,,,0.000296096,,,,
1568115270.021783778,,,,3.0065e-05,,,
1568115270.300560903,0.933675,,,,,,
1568115270.499970266,,0.70102,,,,,
1568115270.499970266,,,5.5169e-05,,,,
1568115270.499970266,,,,1.4018e-05,,,
1568115270.765791384,0.939933,,,,,,
1568115270.937999074,,0.589301,,,,,
1568115270.937999074,,,3.8532e-05,,,,
1568115270.937999074,,,,1.0188e-05,,,
1568115271.170666267,0.7908,,,,,,
1568115271.348868733,,0.608454,,,,,
1568115271.348868733,,,3.4511e-05,,,,
1568115271.348868733,,,,1.3395e-05,,,
1568115271.549035386,0.652303,,,,,,
1568115271.728093494,,0.605378,,,,,
1568115271.728093494,,,4.3503e-05,,,,
1568115271.728093494,,,,1.2306e-05,,,
1568115271.913618276,0.617427,,,,,,
1568115272.128083938,,0.751165,,,,,
1568115272.128083938,,,5.7958e-05,,,,
1568115272.128083938,,,,1.2767e-05,,,
1568115272.340618667,0.701848,,,,,,
1568115272.558811768,,0.770222,,,,,
1568115272.558811768,,,7.6363e-05,,,,
1568115272.558811768,,,,2.0663e-05,,,
1568115272.739960088,0.632031,,,,,,
1568115272.954898468,,0.79246,,,,,
1568115272.954898468,,,4.1497e-05,,,,
1568115272.954898468,,,,1.3508e-05,,,
1568115273.163308382,0.66275,,,,,,
1568115273.464806456,,1.09485,,,,,
1568115273.464806456,,,0.000180525,,,,
1568115273.464806456,,,,2.8373e-05,,,
1568115273.737134237,0.95617,,,,,,
1568115274.034188696,,1.0782,,,,,
1568115274.034188696,,,5.3483e-05,,,,
1568115274.034188696,,,,1.6823e-05,,,
1568115274.331637701,0.995734,,,,,,
1568115274.579298372,,0.869315,,,,,
1568115274.579298372,,,0.000162884,,,,
1568115274.579298372,,,,3.5209e-05,,,
1568115274.800957156,0.815672,,,,,,
1568115275.049251963,,0.85806,,,,,
