Duration,segmentation,association,deviation,average,segmentationMap,associationMap,deviationMap
1553088583.158570140,,1.38805,,,,,
1553088583.158570140,,,0.00015726,,,,
1553088583.158570140,,,,1.7181e-05,,,
1553088584.332161388,1.22855,,,,,,
1553088585.575010228,,1.3405,,,,,
1553088585.575010228,,,0.00016743,,,,
1553088585.575010228,,,,1.1315e-05,,,
1553088587.278758011,1.81622,,,,,,
1553088588.856424337,,1.66874,,,,,
1553088588.856424337,,,0.000140802,,,,
1553088588.856424337,,,,1.3665e-05,,,
1553088590.555258175,1.78812,,,,,,
1553088591.993614504,,1.5668,,,,,
1553088591.993614504,,,0.000158959,,,,
1553088591.993614504,,,,8.687e-06,,,
1553088593.674782779,1.76769,,,,,,
1553088595.056871898,,1.48152,,,,,
1553088595.056871898,,,0.000171879,,,,
1553088595.056871898,,,,1.1803e-05,,,
1553088597.124005965,2.21022,,,,,,
1553088598.544380977,,1.54835,,,,,
1553088598.544380977,,,0.00015925,,,,
1553088598.544380977,,,,1.5561e-05,,,
1553088600.080979253,1.61564,,,,,,
1553088601.645567315,,1.69419,,,,,
1553088601.645567315,,,0.000195676,,,,
1553088601.645567315,,,,1.4517e-05,,,
1553088603.347362875,1.80639,,,,,,
1553088604.691052173,,1.4522,,,,,
1553088604.691052173,,,0.000148885,,,,
1553088604.691052173,,,,1.1744e-05,,,
1553088606.389093622,1.81428,,,,,,
1553088607.773612113,,1.50178,,,,,
1553088607.773612113,,,9.6716e-05,,,,
1553088607.773612113,,,,1.0708e-05,,,
1553088609.351162703,1.71376,,,,,,
1553088610.938445104,,1.70914,,,,,
1553088610.938445104,,,0.000304636,,,,
1553088610.938445104,,,,5.1345e-05,,,
1553088612.796502495,1.96176,,,,,,
1553088614.353343017,,1.70636,,,,,
1553088614.353343017,,,9.4777e-05,,,,
1553088614.353343017,,,,1.0581e-05,,,
1553088616.120415425,1.88458,,,,,,
1553088617.441997243,,1.41171,,,,,
1553088617.441997243,,,0.000132793,,,,
1553088617.441997243,,,,1.4662e-05,,,
1553088619.115781876,1.80111,,,,,,
1553088620.541878333,,1.54976,,,,,
1553088620.541878333,,,0.000203763,,,,
1553088620.541878333,,,,1.4768e-05,,,
1553088621.873114828,1.3994,,,,,,
1553088623.302997205,,1.55681,,,,,
1553088623.302997205,,,0.00012854,,,,
1553088623.302997205,,,,1.3295e-05,,,
1553088624.655345926,1.45851,,,,,,
1553088625.982811081,,1.44233,,,,,
1553088625.982811081,,,0.000103259,,,,
1553088625.982811081,,,,1.0823e-05,,,
1553088627.575851721,1.69374,,,,,,
1553088629.043236323,,1.57882,,,,,
1553088629.043236323,,,0.000186753,,,,
1553088629.043236323,,,,1.371e-05,,,
1553088630.440759106,1.4942,,,,,,
1553088631.545295891,,1.22325,,,,,
1553088631.545295891,,,9.5544e-05,,,,
1553088631.545295891,,,,1.0169e-05,,,
1553088632.868330394,1.38937,,,,,,
1553088634.016914036,,1.26579,,,,,
1553088634.016914036,,,0.0002094,,,,
1553088634.016914036,,,,1.9851e-05,,,
1553088635.493249653,1.59563,,,,,,
1553088636.648920914,,1.27045,,,,,
1553088636.648920914,,,0.000920737,,,,
1553088636.648920914,,,,1.5195e-05,,,
1553088638.179364143,1.62938,,,,,,
1553088639.559091767,,1.51028,,,,,
1553088639.559091767,,,0.000323869,,,,
1553088639.559091767,,,,1.3247e-05,,,
1553088641.105971672,1.65388,,,,,,
1553088642.370771538,,1.38602,,,,,
1553088642.370771538,,,0.000161071,,,,
1553088642.370771538,,,,1.3865e-05,,,
1553088644.035830230,1.79867,,,,,,
1553088645.338972304,,1.42389,,,,,
1553088645.338972304,,,0.000201117,,,,
1553088645.338972304,,,,1.463e-05,,,
1553088647.382571968,2.17283,,,,,,
1553088648.953235978,,1.72568,,,,,
1553088648.953235978,,,0.00012585,,,,
1553088648.953235978,,,,1.1159e-05,,,
1553088651.153120228,2.36512,,,,,,
1553088652.617675249,,1.64281,,,,,
1553088652.617675249,,,0.000101774,,,,
1553088652.617675249,,,,8.815e-06,,,
1553088654.851111815,2.42196,,,,,,
1553088655.934944666,,1.18417,,,,,
1553088655.934944666,,,0.000150526,,,,
1553088655.934944666,,,,1.2698e-05,,,
1553088658.182084538,2.43764,,,,,,
1553088659.342016297,,1.25527,,,,,
1553088659.342016297,,,0.000133847,,,,
1553088659.342016297,,,,7.956e-06,,,
1553088661.602336344,2.44462,,,,,,
1553088663.089871410,,1.66901,,,,,
1553088663.089871410,,,0.000365366,,,,
1553088663.089871410,,,,2.4793e-05,,,
1553088665.421612802,2.49806,,,,,,
1553088666.594815785,,1.33145,,,,,
1553088666.594815785,,,9.5703e-05,,,,
1553088666.594815785,,,,1.0342e-05,,,
1553088669.066503487,2.75496,,,,,,
1553088670.321328674,,1.39741,,,,,
1553088670.321328674,,,0.00012459,,,,
1553088670.321328674,,,,9.823e-06,,,
1553088672.787388783,2.69946,,,,,,
1553088673.902463154,,1.27615,,,,,
1553088673.902463154,,,0.000101396,,,,
1553088673.902463154,,,,8.831e-06,,,
1553088676.254206872,2.61576,,,,,,
1553088677.381653837,,1.24683,,,,,
1553088677.381653837,,,0.000137977,,,,
1553088677.381653837,,,,1.0871e-05,,,
1553088679.927341027,2.81241,,,,,,
1553088681.026623785,,1.28677,,,,,
1553088681.026623785,,,0.00118851,,,,
1553088681.026623785,,,,2.2843e-05,,,
1553088683.169232152,2.37264,,,,,,
1553088684.238058831,,1.23545,,,,,
1553088684.238058831,,,0.000115832,,,,
1553088684.238058831,,,,8.381e-06,,,
1553088686.419503857,2.47918,,,,,,
1553088687.594748836,,1.38738,,,,,
1553088687.594748836,,,0.000128801,,,,
1553088687.594748836,,,,7.326e-06,,,
1553088688.080064154,1.76656,,,,,,
1553088688.080064154,,1.13046,,,,,
1553088688.080064154,,,0.000100884,,,,
1553088688.080064154,,,,7.301e-06,,,
1553088688.080064154,1.56426,,,,,,
1553088688.080064154,,0.996924,,,,,
1553088688.080064154,,,0.000123235,,,,
1553088688.080064154,,,,1.1017e-05,,,
